nameWithOwner,url,createdAt,stargazers,releases,loc,cbo,dit,lcom
tjerkw/Android-SlideExpandableListView,https://github.com/tjerkw/Android-SlideExpandableListView,2012-06-22T20:28:16Z,1985,0,639,3.0,4.0,1.0
mabe02/lanterna,https://github.com/mabe02/lanterna,2015-06-29T06:06:29Z,1985,0,31099,4.0,25.0,0.0
konmik/nucleus,https://github.com/konmik/nucleus,2014-11-26T18:45:44Z,1982,0,3475,3.0,5.0,0.0
novoda/android-demos,https://github.com/novoda/android-demos,2009-07-26T09:42:10Z,1980,2,8237,3.0,5.0,0.0
VoltDB/voltdb,https://github.com/VoltDB/voltdb,2011-09-23T18:46:12Z,1979,0,721990,3.0,66.0,0.0
normanmaurer/netty-in-action,https://github.com/normanmaurer/netty-in-action,2012-10-23T05:56:42Z,1979,0,2098,3.0,5.0,0.0
jOOQ/jOOL,https://github.com/jOOQ/jOOL,2014-03-02T14:27:38Z,1977,0,42176,5.0,9.0,6.0
white-cat/ThinkAndroid,https://github.com/white-cat/ThinkAndroid,2013-05-13T15:26:30Z,1976,0,13385,3.0,4.0,3.0
kermitt2/grobid,https://github.com/kermitt2/grobid,2012-09-13T15:48:54Z,1972,18,56886,3.0,6.0,0.0
PomepuyN/BlurEffectForAndroidDesign,https://github.com/PomepuyN/BlurEffectForAndroidDesign,2013-06-21T15:05:24Z,1972,0,408,4.0,2.0,0.0
fqrouter/fqrouter,https://github.com/fqrouter/fqrouter,2011-04-10T03:04:06Z,1968,0,11937,3.0,6.0,0.0
card-io/card.io-Android-SDK,https://github.com/card-io/card.io-Android-SDK,2013-06-11T17:27:45Z,1968,22,358,4.0,2.0,0.0
HotswapProjects/HotswapAgent,https://github.com/HotswapProjects/HotswapAgent,2013-11-20T16:15:13Z,1960,14,67687,3.0,19.0,0.0
googlesamples/android-testing-templates,https://github.com/googlesamples/android-testing-templates,2015-02-24T01:57:36Z,1957,0,161,6.0,2.0,0.0
TakahikoKawasaki/nv-websocket-client,https://github.com/TakahikoKawasaki/nv-websocket-client,2015-03-26T08:56:56Z,1956,0,6532,3.0,4.0,3.0
phonegap/phonegap-plugin-push,https://github.com/phonegap/phonegap-plugin-push,2015-04-06T17:13:51Z,1955,0,1731,1.0,2.0,0.0
pf4j/pf4j,https://github.com/pf4j/pf4j,2012-10-10T13:10:32Z,1954,0,6624,3.0,13.0,0.0
nkzawa/socket.io-android-chat,https://github.com/nkzawa/socket.io-android-chat,2015-01-10T19:13:13Z,1953,0,887,2.0,2.0,0.0
Yalantis/StarWars.Android,https://github.com/Yalantis/StarWars.Android,2015-12-14T08:50:11Z,1946,0,1720,2.0,3.0,0.0
liferay/liferay-portal,https://github.com/liferay/liferay-portal,2009-09-25T22:55:58Z,1945,97,5108320,5.0,99.0,3.0
kymjs/KJFrameForAndroid,https://github.com/kymjs/KJFrameForAndroid,2014-06-08T13:30:46Z,1944,22,9484,2.5,3.0,1.0
osfans/trime,https://github.com/osfans/trime,2015-05-28T07:43:37Z,1943,16,6146,4.0,6.0,1.0
commonmark/commonmark-java,https://github.com/commonmark/commonmark-java,2015-07-22T01:08:55Z,1942,33,10691,3.0,6.0,1.0
gre/gl-react-native-v2,https://github.com/gre/gl-react-native-v2,2015-08-17T15:49:08Z,1938,11,1532,3.0,4.0,0.0
JetBrains/intellij-plugins,https://github.com/JetBrains/intellij-plugins,2012-08-17T14:31:20Z,1937,0,359117,6.0,201.0,1.0
recruit-lifestyle/WaveSwipeRefreshLayout,https://github.com/recruit-lifestyle/WaveSwipeRefreshLayout,2015-07-28T05:36:59Z,1934,7,1755,2.0,4.0,0.0
prometheus/client_java,https://github.com/prometheus/client_java,2013-02-03T22:55:49Z,1931,34,14114,3.0,4.0,0.0
tinkerpop/gremlin,https://github.com/tinkerpop/gremlin,2009-11-20T05:35:34Z,1930,0,4721,1.0,3.0,0.0
decaywood/XueQiuSuperSpider,https://github.com/decaywood/XueQiuSuperSpider,2015-11-24T07:08:18Z,1928,0,4572,3.0,17.0,1.0
boycy815/PinchImageView,https://github.com/boycy815/PinchImageView,2015-06-04T03:31:52Z,1928,0,2276,3.0,7.0,0.0
detro/ghostdriver,https://github.com/detro/ghostdriver,2012-03-21T19:09:32Z,1922,9,2509,5.0,4.0,0.0
confluentinc/schema-registry,https://github.com/confluentinc/schema-registry,2014-12-09T22:38:11Z,1921,0,229204,5.0,20.0,3.0
marytts/marytts,https://github.com/marytts/marytts,2011-12-20T16:44:48Z,1916,28,92811,5.0,17.0,1.0
ratpack/ratpack,https://github.com/ratpack/ratpack,2013-01-22T23:04:54Z,1914,69,40660,4.0,10.0,1.0
apache/pdfbox,https://github.com/apache/pdfbox,2009-09-26T08:00:19Z,1913,0,120459,5.0,14.0,3.0
scouter-project/scouter,https://github.com/scouter-project/scouter,2015-06-04T01:19:31Z,1913,86,178925,3.0,7.0,0.0
apache/parquet-mr,https://github.com/apache/parquet-mr,2014-06-10T07:00:07Z,1910,0,105505,4.0,64.0,1.0
protostuff/protostuff,https://github.com/protostuff/protostuff,2014-01-20T01:22:51Z,1907,17,63575,4.0,48.0,1.0
UniversalMediaServer/UniversalMediaServer,https://github.com/UniversalMediaServer/UniversalMediaServer,2012-06-07T22:23:22Z,1906,102,119638,3.0,49.0,1.0
ysc/QuestionAnsweringSystem,https://github.com/ysc/QuestionAnsweringSystem,2014-07-28T20:27:58Z,1904,0,4607,4.0,2.0,1.0
ninjaframework/ninja,https://github.com/ninjaframework/ninja,2012-06-09T21:06:05Z,1902,0,27978,3.0,6.0,0.0
Wizcorp/phonegap-facebook-plugin,https://github.com/Wizcorp/phonegap-facebook-plugin,2011-05-31T01:02:23Z,1900,11,38280,2.0,19.0,0.0
elastic/elasticsearch-hadoop,https://github.com/elastic/elasticsearch-hadoop,2013-03-11T18:57:37Z,1898,108,42176,3.0,12.0,0.0
dlazaro66/QRCodeReaderView,https://github.com/dlazaro66/QRCodeReaderView,2013-07-15T15:18:11Z,1894,0,1109,3.5,3.0,0.0
joyoyao/superCleanMaster,https://github.com/joyoyao/superCleanMaster,2015-02-12T03:37:41Z,1891,0,10873,3.0,6.0,1.0
sephiroth74/ImageViewZoom,https://github.com/sephiroth74/ImageViewZoom,2012-06-14T00:11:22Z,1891,0,1792,2.0,5.0,0.0
wangchenyan/ponymusic,https://github.com/wangchenyan/ponymusic,2015-11-26T06:18:37Z,1889,1,6341,3.0,4.0,1.0
sanluan/PublicCMS,https://github.com/sanluan/PublicCMS,2015-08-07T08:21:20Z,1888,19,39006,7.0,4.0,1.0
unclebob/fitnesse,https://github.com/unclebob/fitnesse,2008-12-06T19:38:59Z,1888,6,73574,3.0,28.0,1.0
bcgit/bc-java,https://github.com/bcgit/bc-java,2013-06-01T02:38:42Z,1886,0,536631,4.0,153.0,1.0
evant/binding-collection-adapter,https://github.com/evant/binding-collection-adapter,2015-05-29T19:29:31Z,1881,0,3042,3.0,5.0,0.0
ZhaoKaiQiang/KLog,https://github.com/ZhaoKaiQiang/KLog,2015-11-12T10:21:33Z,1881,0,553,2.0,2.0,1.0
psal/anonymouth,https://github.com/psal/anonymouth,2013-06-24T19:30:34Z,1881,0,31021,2.0,9.0,0.0
friendlyrobotnyc/TinyDancer,https://github.com/friendlyrobotnyc/TinyDancer,2015-09-11T01:27:25Z,1880,2,841,3.0,2.0,1.0
spring-projects/spring-retry,https://github.com/spring-projects/spring-retry,2010-12-21T16:41:48Z,1879,7,10376,3.0,8.0,0.0
Kaopiz/android-segmented-control,https://github.com/Kaopiz/android-segmented-control,2014-02-06T17:45:28Z,1878,0,2764,4.0,3.0,1.0
plutext/docx4j,https://github.com/plutext/docx4j,2012-05-11T22:13:30Z,1878,0,292138,7.0,61.0,2.0
zhegexiaohuozi/SeimiCrawler,https://github.com/zhegexiaohuozi/SeimiCrawler,2015-11-06T16:06:36Z,1877,13,3049,4.5,4.0,1.0
hitherejoe/Android-Boilerplate,https://github.com/hitherejoe/Android-Boilerplate,2015-04-03T10:04:38Z,1875,0,1058,4.0,3.0,0.0
open-keychain/open-keychain,https://github.com/open-keychain/open-keychain,2012-03-09T09:10:42Z,1874,0,61583,4.0,35.0,1.0
wingjay/jianshi,https://github.com/wingjay/jianshi,2015-10-04T11:49:14Z,1872,7,4069,3.0,4.0,0.0
linger1216/labelview,https://github.com/linger1216/labelview,2015-02-13T14:56:41Z,1869,3,1098,3.5,4.0,0.0
SkyTubeTeam/SkyTube,https://github.com/SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,1866,45,16150,5.0,13.0,1.0
mathew-kurian/TextJustify-Android,https://github.com/mathew-kurian/TextJustify-Android,2013-09-13T04:19:31Z,1865,5,4004,2.0,8.0,0.0
Netflix/EVCache,https://github.com/Netflix/EVCache,2013-02-08T22:52:57Z,1865,304,14847,3.0,4.0,1.0
MiCode/Notes,https://github.com/MiCode/Notes,2011-12-27T02:46:59Z,1863,0,7384,2.0,4.0,0.0
ehcache/ehcache3,https://github.com/ehcache/ehcache3,2014-02-26T20:39:16Z,1862,44,117720,4.0,115.0,1.0
apache/ambari,https://github.com/apache/ambari,2011-09-23T07:00:08Z,1862,0,354881,3.0,29.0,0.0
sleuthkit/autopsy,https://github.com/sleuthkit/autopsy,2011-10-05T02:11:11Z,1861,23,271017,2.0,56.0,0.0
AigeStudio/DatePicker,https://github.com/AigeStudio/DatePicker,2015-03-27T14:16:33Z,1857,0,1882,1.0,3.0,0.5
parse-community/Parse-SDK-Android,https://github.com/parse-community/Parse-SDK-Android,2015-08-12T22:57:48Z,1857,65,32347,4.0,7.0,1.0
spring-cloud/spring-cloud-config,https://github.com/spring-cloud/spring-cloud-config,2014-06-13T16:59:44Z,1857,3,24611,6.0,7.0,0.0
lyft/scissors,https://github.com/lyft/scissors,2015-11-18T02:06:10Z,1846,0,1525,5.0,2.0,0.0
flavienlaurent/datetimepicker,https://github.com/flavienlaurent/datetimepicker,2013-06-02T18:22:24Z,1846,0,3306,3.0,3.0,0.0
opentripplanner/OpenTripPlanner,https://github.com/opentripplanner/OpenTripPlanner,2011-07-18T16:15:38Z,1843,4,132742,4.0,8.0,1.0
airbnb/AirMapView,https://github.com/airbnb/AirMapView,2015-02-18T17:50:15Z,1843,3,2849,3.0,4.0,0.0
Karumi/Rosie,https://github.com/Karumi/Rosie,2015-11-20T10:22:54Z,1838,9,5365,3.0,8.0,1.0
romainpiel/Titanic,https://github.com/romainpiel/Titanic,2014-03-14T14:35:28Z,1837,0,268,3.0,2.0,0.0
Yalantis/FlipViewPager.Draco,https://github.com/Yalantis/FlipViewPager.Draco,2015-04-10T15:10:54Z,1837,0,623,1.5,3.0,0.0
felipecsl/AsymmetricGridView,https://github.com/felipecsl/AsymmetricGridView,2014-04-08T19:25:37Z,1836,0,1568,4.0,4.0,1.0
nelenkov/android-backup-extractor,https://github.com/nelenkov/android-backup-extractor,2012-06-08T13:33:46Z,1836,54,370,4.5,1.0,41.0
eclipse/paho.mqtt.java,https://github.com/eclipse/paho.mqtt.java,2015-12-16T19:13:48Z,1835,7,32562,3.0,6.0,1.0
matrixxun/ProductTour,https://github.com/matrixxun/ProductTour,2015-06-08T08:19:37Z,1829,0,1157,3.0,3.0,0.0
hellokaton/wechat-api,https://github.com/hellokaton/wechat-api,2014-11-06T05:41:04Z,1827,3,2261,3.0,4.0,0.0
wangdan/AisenWeiBo,https://github.com/wangdan/AisenWeiBo,2014-10-10T03:22:08Z,1827,0,59156,4.0,8.0,1.0
cbeust/jcommander,https://github.com/cbeust/jcommander,2010-07-13T05:40:31Z,1822,0,6870,2.0,5.0,0.0
hongyangAndroid/android-percent-support-extend,https://github.com/hongyangAndroid/android-percent-support-extend,2015-06-30T12:39:20Z,1819,0,1063,3.0,3.0,0.0
mattdesl/lwjgl-basics,https://github.com/mattdesl/lwjgl-basics,2012-11-05T01:42:27Z,1818,0,3255,5.0,3.0,0.0
cbeust/testng,https://github.com/cbeust/testng,2010-06-28T23:10:17Z,1817,4,68515,3.0,9.0,1.0
Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,2011-12-06T23:33:56Z,1808,1000,3247311,4.0,62.0,1.0
p6spy/p6spy,https://github.com/p6spy/p6spy,2010-12-28T21:35:51Z,1806,25,10907,3.0,4.0,0.5
goldmansachs/gs-collections,https://github.com/goldmansachs/gs-collections,2011-12-23T19:17:17Z,1806,15,183676,3.0,64.0,0.0
webbukkit/dynmap,https://github.com/webbukkit/dynmap,2010-12-27T18:47:24Z,1803,8,115643,3.0,18.0,0.0
sharpie7/circuitjs1,https://github.com/sharpie7/circuitjs1,2015-06-15T02:11:14Z,1801,0,25917,4.0,4.0,3.0
redsolution/xabber-android,https://github.com/redsolution/xabber-android,2013-01-29T12:16:51Z,1799,28,64855,2.0,7.0,0.0
pinterest/secor,https://github.com/pinterest/secor,2014-04-15T22:26:44Z,1796,0,9509,7.0,4.0,0.0
pakerfeldt/android-viewflow,https://github.com/pakerfeldt/android-viewflow,2011-05-07T06:09:24Z,1794,0,1375,5.0,3.0,0.0
OryxProject/oryx,https://github.com/OryxProject/oryx,2014-07-25T20:08:44Z,1794,24,14469,5.0,7.0,1.0
jaredrummler/AndroidProcesses,https://github.com/jaredrummler/AndroidProcesses,2015-10-20T13:24:30Z,1791,0,1124,3.5,4.0,1.0
qdrzwd/VideoRecorder,https://github.com/qdrzwd/VideoRecorder,2014-03-22T14:44:01Z,1790,0,4023,1.0,4.0,0.0
flyingsaucerproject/flyingsaucer,https://github.com/flyingsaucerproject/flyingsaucer,2010-04-19T23:26:11Z,1790,18,56563,2.0,234.0,1.0
tuesda/CircleRefreshLayout,https://github.com/tuesda/CircleRefreshLayout,2015-07-20T18:19:49Z,1789,0,10042,0.0,2.0,0.0
iPaulPro/aFileChooser,https://github.com/iPaulPro/aFileChooser,2011-12-16T13:56:07Z,1788,0,729,4.0,3.0,0.0
videlalvaro/gifsockets,https://github.com/videlalvaro/gifsockets,2012-09-14T11:39:00Z,1786,0,1246,3.0,1.0,17.0
jcoleman/tomcat-redis-session-manager,https://github.com/jcoleman/tomcat-redis-session-manager,2011-08-04T19:25:11Z,1786,0,1292,4.0,2.0,0.0
notnoop/java-apns,https://github.com/notnoop/java-apns,2009-11-14T00:52:39Z,1783,5,5530,3.0,5.0,1.0
henrytao-me/smooth-app-bar-layout,https://github.com/henrytao-me/smooth-app-bar-layout,2015-09-27T08:25:23Z,1783,0,3370,3.0,4.0,0.0
signalapp/libsignal-protocol-java,https://github.com/signalapp/libsignal-protocol-java,2014-12-08T23:57:36Z,1782,0,4789,3.0,3.0,0.0
zzz40500/android-shapeLoadingView,https://github.com/zzz40500/android-shapeLoadingView,2015-04-06T04:56:31Z,1781,1,634,3.0,2.0,0.0
iiordanov/remote-desktop-clients,https://github.com/iiordanov/remote-desktop-clients,2012-02-26T19:22:07Z,1780,64,34596,3.0,8.0,0.0
Q42/AndroidScrollingImageView,https://github.com/Q42/AndroidScrollingImageView,2015-08-04T14:31:14Z,1780,8,177,3.5,2.0,0.0
medyo/Fancybuttons,https://github.com/medyo/Fancybuttons,2014-07-08T00:00:48Z,1778,11,734,5.0,3.0,3.0
dmytrodanylyk/shadow-layout,https://github.com/dmytrodanylyk/shadow-layout,2015-03-09T19:48:01Z,1775,0,120,6.5,2.0,38.5
apache/drill,https://github.com/apache/drill,2012-09-05T07:00:26Z,1774,28,626529,6.0,53.0,1.0
geometer/FBReaderJ,https://github.com/geometer/FBReaderJ,2010-09-29T18:35:28Z,1774,0,75101,3.0,19.0,0.0
tdunning/t-digest,https://github.com/tdunning/t-digest,2013-11-19T00:07:15Z,1773,0,8881,2.0,4.0,0.0
spring-projects/spring-session,https://github.com/spring-projects/spring-session,2014-06-20T21:16:58Z,1771,45,21574,4.0,17.0,0.0
RichardWarburton/java-8-lambdas-exercises,https://github.com/RichardWarburton/java-8-lambdas-exercises,2014-02-09T23:40:54Z,1771,0,3486,2.0,4.0,0.0
mikepenz/LollipopShowcase,https://github.com/mikepenz/LollipopShowcase,2014-10-22T19:57:16Z,1770,6,830,3.0,3.0,0.0
torodb/stampede,https://github.com/torodb/stampede,2014-10-23T17:04:21Z,1768,8,1776,2.0,3.0,1.0
stephentuso/welcome-android,https://github.com/stephentuso/welcome-android,2015-12-05T04:34:06Z,1767,24,3320,3.0,7.0,0.0
GlowstoneMC/Glowstone,https://github.com/GlowstoneMC/Glowstone,2015-04-05T22:30:55Z,1765,28,69733,4.0,24.0,1.0
JoanZapata/base-adapter-helper,https://github.com/JoanZapata/base-adapter-helper,2013-04-05T11:35:13Z,1762,0,564,5.5,4.0,1.0
artem-zinnatullin/qualitymatters,https://github.com/artem-zinnatullin/qualitymatters,2015-11-22T03:42:39Z,1758,0,2559,5.0,3.0,0.0
EsotericSoftware/kryonet,https://github.com/EsotericSoftware/kryonet,2013-11-06T13:25:34Z,1754,1,7358,2.0,7.0,0.0
jdbi/jdbi,https://github.com/jdbi/jdbi,2009-06-17T16:36:36Z,1752,22,51936,4.0,15.0,0.0
kilim/kilim,https://github.com/kilim/kilim,2010-04-09T12:02:18Z,1752,0,19634,2.0,8.0,0.0
vaadin/framework,https://github.com/vaadin/framework,2012-10-19T10:41:30Z,1745,180,403790,4.0,130.0,1.0
bucket4j/bucket4j,https://github.com/bucket4j/bucket4j,2014-10-12T14:19:18Z,1744,45,18686,6.0,5.0,1.0
indy256/codelibrary,https://github.com/indy256/codelibrary,2011-03-17T20:38:29Z,1743,0,15231,2.0,7.0,1.0
yrom/ScreenRecorder,https://github.com/yrom/ScreenRecorder,2014-11-26T15:35:43Z,1742,3,2167,4.0,3.0,3.0
openhab/openhab-addons,https://github.com/openhab/openhab-addons,2014-05-13T19:41:58Z,1741,4,747456,3.0,44.0,0.0
nayuki/Project-Euler-solutions,https://github.com/nayuki/Project-Euler-solutions,2011-06-12T22:36:02Z,1740,0,8198,3.0,1.0,1.0
flavienlaurent/NotBoringActionBar,https://github.com/flavienlaurent/NotBoringActionBar,2013-11-21T12:01:28Z,1740,0,290,3.5,2.0,1.0
fyhertz/spydroid-ipcamera,https://github.com/fyhertz/spydroid-ipcamera,2013-01-25T04:48:30Z,1737,0,9137,2.0,11.0,0.0
Haptic-Apps/Slide,https://github.com/Haptic-Apps/Slide,2015-10-01T23:21:26Z,1732,25,87826,3.0,10.0,0.0
linkedin/dexmaker,https://github.com/linkedin/dexmaker,2014-12-17T07:22:19Z,1731,14,9913,1.0,6.0,0.0
beefe/react-native-picker,https://github.com/beefe/react-native-picker,2015-12-13T18:11:28Z,1730,6,2064,3.0,2.0,0.0
liuguangqiang/SwipeBack,https://github.com/liuguangqiang/SwipeBack,2014-06-19T06:15:36Z,1728,0,808,3.0,3.0,0.0
singwhatiwanna/android-art-res,https://github.com/singwhatiwanna/android-art-res,2015-07-24T03:17:48Z,1719,0,6877,3.0,3.0,1.0
fabric8io/docker-maven-plugin,https://github.com/fabric8io/docker-maven-plugin,2014-03-26T06:10:05Z,1718,19,29319,3.0,14.0,1.0
hongyangAndroid/AndroidChangeSkin,https://github.com/hongyangAndroid/AndroidChangeSkin,2015-11-02T10:33:14Z,1717,0,793,2.0,2.0,0.0
rallat/EffectiveAndroid,https://github.com/rallat/EffectiveAndroid,2015-08-05T04:12:23Z,1717,0,1190,4.0,4.0,1.0
Cutta/GifView,https://github.com/Cutta/GifView,2015-12-26T21:44:51Z,1716,0,205,1.0,2.0,0.0
limpoxe/Android-Plugin-Framework,https://github.com/limpoxe/Android-Plugin-Framework,2015-05-04T06:48:47Z,1713,2,234767,0.0,22.0,4950.0
apache/tinkerpop,https://github.com/apache/tinkerpop,2015-02-07T08:00:05Z,1712,0,150798,5.0,55.0,1.0
googleapis/google-cloud-java,https://github.com/googleapis/google-cloud-java,2014-11-04T17:57:16Z,1704,438,18903212,5.0,61.0,6.0
tangqi92/WaveLoadingView,https://github.com/tangqi92/WaveLoadingView,2015-12-15T07:58:57Z,1704,4,870,2.0,2.0,0.0
jberkel/sms-backup-plus,https://github.com/jberkel/sms-backup-plus,2010-01-05T13:49:00Z,1703,53,9515,4.0,31.0,0.0
FreeTymeKiyan/LeetCode-Sol-Res,https://github.com/FreeTymeKiyan/LeetCode-Sol-Res,2015-01-11T16:29:55Z,1702,0,22914,2.0,4.0,1.0
asciidocfx/AsciidocFX,https://github.com/asciidocfx/AsciidocFX,2014-05-18T17:49:13Z,1702,85,16693,6.0,4.0,1.0
wszf/androrat,https://github.com/wszf/androrat,2014-02-15T06:38:38Z,1700,0,8914,2.0,11.0,0.0
JakeWharton/ProcessPhoenix,https://github.com/JakeWharton/ProcessPhoenix,2015-07-08T05:39:28Z,1700,0,86,4.0,2.0,0.0
wasabeef/picasso-transformations,https://github.com/wasabeef/picasso-transformations,2015-01-13T07:43:23Z,1699,0,1051,3.0,2.0,0.0
facebook/screenshot-tests-for-android,https://github.com/facebook/screenshot-tests-for-android,2015-08-31T18:36:02Z,1697,11,3310,3.5,3.0,1.0
stagemonitor/stagemonitor,https://github.com/stagemonitor/stagemonitor,2013-08-02T15:09:16Z,1696,93,28774,3.0,13.0,0.0
